"","date","brand","fuel","count"
"1",2013-01-01,"ABARTH","ICE",1
"2",2013-01-01,"ACURA","ICE",2
"3",2013-01-01,"ASIA","ICE",1
"4",2013-01-01,"AUDI","ICE",105
"5",2013-01-01,"BMW","ICE",120
"6",2013-01-01,"BYD","ICE",35
"7",2013-01-01,"CHERY","ICE",82
"8",2013-01-01,"CHEVROLET","ICE",206
"9",2013-01-01,"CHRYSLER","ICE",2
"10",2013-01-01,"CITROEN","ICE",94
"11",2013-01-01,"DACIA","ICE",8
"12",2013-01-01,"DAEWOO","ICE",235
"13",2013-01-01,"DAIHATSU","ICE",3
"14",2013-01-01,"DODGE","ICE",6
"15",2013-01-01,"FIAT","ICE",96
"16",2013-01-01,"FORD","ICE",321
"17",2013-01-01,"GEELY","ICE",592
"18",2013-01-01,"GREAT","ICE",29
"19",2013-01-01,"HAFEI","ICE",4
"20",2013-01-01,"HONDA","ICE",115
"21",2013-01-01,"HYUNDAI","ICE",638
"22",2013-01-01,"INFINITI","ICE",21
"23",2013-01-01,"IVECO","ICE",1
"24",2013-01-01,"JAGUAR","ICE",1
"25",2013-01-01,"JEEP","ICE",10
"26",2013-01-01,"KIA","ICE",418
"27",2013-01-01,"LADA","ICE",6
"28",2013-01-01,"LANCIA","ICE",4
"29",2013-01-01,"LAND","ICE",33
"30",2013-01-01,"LEXUS","ICE",60
"31",2013-01-01,"LEXUS","PHEV",6
"32",2013-01-01,"LIFAN","ICE",12
"33",2013-01-01,"MAZDA","ICE",93
"34",2013-01-01,"MERCEDES-BENZ","ICE",205
"35",2013-01-01,"MG","ICE",18
"36",2013-01-01,"MINI","ICE",2
"37",2013-01-01,"MITSUBISHI","ICE",213
"38",2013-01-01,"NISSAN","ICE",565
"39",2013-01-01,"OPEL","ICE",141
"40",2013-01-01,"PEUGEOT","ICE",110
"41",2013-01-01,"PORSCHE","ICE",11
"42",2013-01-01,"RENAULT","ICE",328
"43",2013-01-01,"ROVER","ICE",1
"44",2013-01-01,"SAAB","ICE",1
"45",2013-01-01,"SAIPA","ICE",6
"46",2013-01-01,"SAMAND","ICE",3
"47",2013-01-01,"SEAT","ICE",2
"48",2013-01-01,"SKODA","ICE",204
"49",2013-01-01,"SMART","ICE",30
"50",2013-01-01,"SSANG","ICE",54
"51",2013-01-01,"SUBARU","ICE",37
"52",2013-01-01,"SUZUKI","ICE",58
"53",2013-01-01,"TOYOTA","ICE",509
"54",2013-01-01,"TOYOTA","PHEV",2
"55",2013-01-01,"VOLKSWAGEN","ICE",507
"56",2013-01-01,"VOLVO","ICE",27
"57",2013-01-01,"АЗЛК","ICE",2
"58",2013-01-01,"АС","ICE",5
"59",2013-01-01,"БОГДАН","ICE",38
"60",2013-01-01,"ВАЗ","ICE",728
"61",2013-01-01,"ГАЗ","ICE",18
"62",2013-01-01,"ЗАЗ","ICE",309
"63",2013-01-01,"ЗАЗ-DAEWOO","ICE",19
"64",2013-01-01,"ИЖ","ICE",2
"65",2013-01-01,"РАФ","ICE",1
"66",2013-01-01,"ТК","ICE",14
"67",2013-01-01,"УАЗ","ICE",15
"68",2013-02-01,"ABARTH","ICE",1
"69",2013-02-01,"ACURA","ICE",2
"70",2013-02-01,"ALFA","ICE",5
"71",2013-02-01,"AUDI","ICE",163
"72",2013-02-01,"BENTLEY","ICE",2
"73",2013-02-01,"BMW","ICE",172
"74",2013-02-01,"BYD","ICE",35
"75",2013-02-01,"CADILLAC","ICE",4
"76",2013-02-01,"CHANGAN","ICE",1
"77",2013-02-01,"CHERY","ICE",68
"78",2013-02-01,"CHEVROLET","ICE",232
"79",2013-02-01,"CHRYSLER","ICE",2
"80",2013-02-01,"CITROEN","ICE",152
"81",2013-02-01,"DACIA","ICE",7
"82",2013-02-01,"DADI","ICE",1
"83",2013-02-01,"DAEWOO","ICE",154
"84",2013-02-01,"DAIHATSU","ICE",10
"85",2013-02-01,"DODGE","ICE",5
"86",2013-02-01,"FIAT","ICE",220
"87",2013-02-01,"FORD","ICE",371
"88",2013-02-01,"GEELY","ICE",358
"89",2013-02-01,"GREAT","ICE",51
"90",2013-02-01,"HAFEI","ICE",3
"91",2013-02-01,"HONDA","ICE",154
"92",2013-02-01,"HYUNDAI","ICE",715
"93",2013-02-01,"IDEAL","ICE",1
"94",2013-02-01,"INFINITI","ICE",27
"95",2013-02-01,"ISUZU","ICE",2
"96",2013-02-01,"JAGUAR","ICE",5
"97",2013-02-01,"JEEP","ICE",14
"98",2013-02-01,"KIA","ICE",515
"99",2013-02-01,"LADA","ICE",6
"100",2013-02-01,"LANCIA","ICE",6
"101",2013-02-01,"LAND","ICE",76
"102",2013-02-01,"LEXUS","ICE",59
"103",2013-02-01,"LEXUS","PHEV",5
"104",2013-02-01,"LIFAN","ICE",58
"105",2013-02-01,"LINCOLN","ICE",1
"106",2013-02-01,"MAPLE","ICE",1
"107",2013-02-01,"MAYBACH","ICE",1
"108",2013-02-01,"MAZDA","ICE",146
"109",2013-02-01,"MERCEDES-BENZ","ICE",235
"110",2013-02-01,"MG","ICE",34
"111",2013-02-01,"MINI","ICE",9
"112",2013-02-01,"MITSUBISHI","ICE",286
"113",2013-02-01,"NISSAN","ICE",630
"114",2013-02-01,"OPEL","ICE",185
"115",2013-02-01,"PEUGEOT","ICE",177
"116",2013-02-01,"PLYMOUTH","ICE",1
"117",2013-02-01,"PORSCHE","ICE",32
"118",2013-02-01,"PORSCHE","PHEV",1
"119",2013-02-01,"RENAULT","ICE",426
"120",2013-02-01,"ROVER","ICE",2
"121",2013-02-01,"SAAB","ICE",1
"122",2013-02-01,"SAIPA","ICE",6
"123",2013-02-01,"SAMAND","ICE",4
"124",2013-02-01,"SEAT","ICE",10
"125",2013-02-01,"SKODA","ICE",217
"126",2013-02-01,"SMA","ICE",2
"127",2013-02-01,"SMART","ICE",31
"128",2013-02-01,"SSANG","ICE",85
"129",2013-02-01,"SUBARU","ICE",60
"130",2013-02-01,"SUZUKI","ICE",71
"131",2013-02-01,"TATA","ICE",1
"132",2013-02-01,"TOYOTA","ICE",627
"133",2013-02-01,"VOLKSWAGEN","ICE",605
"134",2013-02-01,"VOLVO","ICE",38
"135",2013-02-01,"АЗЛК","ICE",4
"136",2013-02-01,"АС","ICE",36
"137",2013-02-01,"БОГДАН","ICE",158
"138",2013-02-01,"ВАЗ","ICE",708
"139",2013-02-01,"ГАЗ","ICE",20
"140",2013-02-01,"ЗАЗ","ICE",343
"141",2013-02-01,"ЗАЗ-DAEWOO","ICE",20
"142",2013-02-01,"ЛУАЗ","ICE",1
"143",2013-02-01,"СЕАЗ","ICE",1
"144",2013-02-01,"ТК","ICE",9
"145",2013-02-01,"УАЗ","ICE",12
"146",2013-03-01,"ABARTH","ICE",1
"147",2013-03-01,"ACURA","ICE",4
"148",2013-03-01,"ALFA","ICE",4
"149",2013-03-01,"AUDI","ICE",163
"150",2013-03-01,"BENTLEY","ICE",2
"151",2013-03-01,"BMW","ICE",233
"152",2013-03-01,"BYD","ICE",92
"153",2013-03-01,"CADILLAC","ICE",1
"154",2013-03-01,"CHERY","ICE",147
"155",2013-03-01,"CHEVROLET","ICE",468
"156",2013-03-01,"CHEVROLET","PHEV",1
"157",2013-03-01,"CHRYSLER","ICE",3
"158",2013-03-01,"CITROEN","BEV",1
"159",2013-03-01,"CITROEN","ICE",277
"160",2013-03-01,"DACIA","ICE",10
"161",2013-03-01,"DAEWOO","ICE",212
"162",2013-03-01,"DAIHATSU","ICE",12
"163",2013-03-01,"DODGE","ICE",3
"164",2013-03-01,"FIAT","ICE",195
"165",2013-03-01,"FORD","ICE",535
"166",2013-03-01,"GEELY","ICE",945
"167",2013-03-01,"GREAT","ICE",97
"168",2013-03-01,"HAFEI","ICE",6
"169",2013-03-01,"HONDA","ICE",183
"170",2013-03-01,"HUABEI","ICE",1
"171",2013-03-01,"HUMMER","ICE",1
"172",2013-03-01,"HYUNDAI","ICE",1219
"173",2013-03-01,"INFINITI","ICE",45
"174",2013-03-01,"JAGUAR","ICE",4
"175",2013-03-01,"JEEP","ICE",23
"176",2013-03-01,"KIA","ICE",970
"177",2013-03-01,"LADA","ICE",17
"178",2013-03-01,"LANCIA","ICE",7
"179",2013-03-01,"LAND","ICE",103
"180",2013-03-01,"LEXUS","ICE",90
"181",2013-03-01,"LEXUS","PHEV",2
"182",2013-03-01,"LIFAN","ICE",52
"183",2013-03-01,"LINCOLN","ICE",1
"184",2013-03-01,"MAYBACH","ICE",1
"185",2013-03-01,"MAZDA","ICE",163
"186",2013-03-01,"MERCEDES-BENZ","ICE",287
"187",2013-03-01,"MG","ICE",72
"188",2013-03-01,"MINI","ICE",8
"189",2013-03-01,"MITSUBISHI","ICE",433
"190",2013-03-01,"NISSAN","ICE",922
"191",2013-03-01,"OPEL","ICE",264
"192",2013-03-01,"PEUGEOT","ICE",289
"193",2013-03-01,"PLYMOUTH","ICE",1
"194",2013-03-01,"PORSCHE","ICE",55
"195",2013-03-01,"RENAULT","ICE",618
"196",2013-03-01,"ROLLS-ROYCE","ICE",1
"197",2013-03-01,"ROVER","ICE",2
"198",2013-03-01,"SAIPA","ICE",8
"199",2013-03-01,"SAMAND","ICE",3
"200",2013-03-01,"SEAT","ICE",15
"201",2013-03-01,"SKODA","ICE",508
"202",2013-03-01,"SMART","ICE",39
"203",2013-03-01,"SSANG","ICE",153
"204",2013-03-01,"SUBARU","ICE",99
"205",2013-03-01,"SUZUKI","ICE",109
"206",2013-03-01,"TALBOT","ICE",1
"207",2013-03-01,"TATA","ICE",1
"208",2013-03-01,"TOYOTA","ICE",1039
"209",2013-03-01,"TOYOTA","PHEV",2
"210",2013-03-01,"VOLKSWAGEN","ICE",852
"211",2013-03-01,"VOLVO","ICE",54
"212",2013-03-01,"АЗЛК","ICE",3
"213",2013-03-01,"АС","ICE",48
"214",2013-03-01,"БОГДАН","ICE",70
"215",2013-03-01,"ВАЗ","ICE",1012
"216",2013-03-01,"ГАЗ","ICE",24
"217",2013-03-01,"ЗАЗ","ICE",639
"218",2013-03-01,"ЗАЗ-DAEWOO","ICE",20
"219",2013-03-01,"ИЖ","ICE",1
"220",2013-03-01,"ТК","ICE",7
"221",2013-03-01,"УАЗ","ICE",23
"222",2013-04-01,"ABARTH","ICE",2
"223",2013-04-01,"ACURA","ICE",6
"224",2013-04-01,"ALFA","ICE",6
"225",2013-04-01,"AUDI","ICE",266
"226",2013-04-01,"BENTLEY","ICE",7
"227",2013-04-01,"BMW","ICE",323
"228",2013-04-01,"BYD","ICE",182
"229",2013-04-01,"CADILLAC","ICE",1
"230",2013-04-01,"CHANA","ICE",1
"231",2013-04-01,"CHERY","ICE",229
"232",2013-04-01,"CHEVROLET","ICE",678
"233",2013-04-01,"CHRYSLER","ICE",4
"234",2013-04-01,"CITROEN","ICE",428
"235",2013-04-01,"DACIA","ICE",4
"236",2013-04-01,"DADI","ICE",2
"237",2013-04-01,"DAEWOO","ICE",235
"238",2013-04-01,"DAIHATSU","ICE",17
"239",2013-04-01,"DODGE","ICE",2
"240",2013-04-01,"FAW","ICE",6
"241",2013-04-01,"FERRARI","ICE",5
"242",2013-04-01,"FIAT","ICE",363
"243",2013-04-01,"FORD","ICE",726
"244",2013-04-01,"GEELY","ICE",1142
"245",2013-04-01,"GMC","ICE",3
"246",2013-04-01,"GREAT","ICE",89
"247",2013-04-01,"GROZ","ICE",2
"248",2013-04-01,"GUANGSHENG","BEV",1
"249",2013-04-01,"HAFEI","ICE",5
"250",2013-04-01,"HONDA","ICE",255
"251",2013-04-01,"HORH","ICE",1
"252",2013-04-01,"HYUNDAI","ICE",1718
"253",2013-04-01,"INFINITI","ICE",52
"254",2013-04-01,"IVECO","ICE",1
"255",2013-04-01,"JAGUAR","ICE",4
"256",2013-04-01,"JEEP","ICE",33
"257",2013-04-01,"KIA","ICE",1475
"258",2013-04-01,"LADA","ICE",19
"259",2013-04-01,"LAMBORGHINI","ICE",1
"260",2013-04-01,"LANCIA","ICE",8
"261",2013-04-01,"LAND","ICE",118
"262",2013-04-01,"LEXUS","ICE",132
"263",2013-04-01,"LEXUS","PHEV",6
"264",2013-04-01,"LIFAN","ICE",121
"265",2013-04-01,"MAZDA","ICE",277
"266",2013-04-01,"MERCEDES-BENZ","ICE",387
"267",2013-04-01,"MG","ICE",121
"268",2013-04-01,"MINI","ICE",14
"269",2013-04-01,"MITSUBISHI","ICE",531
"270",2013-04-01,"NISSAN","ICE",958
"271",2013-04-01,"OPEL","ICE",384
"272",2013-04-01,"PEUGEOT","ICE",416
"273",2013-04-01,"PONTIAC","ICE",1
"274",2013-04-01,"PORSCHE","ICE",45
"275",2013-04-01,"RENAULT","ICE",1006
"276",2013-04-01,"ROVER","ICE",1
"277",2013-04-01,"SAAB","ICE",1
"278",2013-04-01,"SAIPA","ICE",15
"279",2013-04-01,"SAMAND","ICE",7
"280",2013-04-01,"SEAT","ICE",28
"281",2013-04-01,"SKODA","ICE",582
"282",2013-04-01,"SMART","ICE",54
"283",2013-04-01,"SSANG","ICE",227
"284",2013-04-01,"SUBARU","ICE",155
"285",2013-04-01,"SUZUKI","ICE",157
"286",2013-04-01,"TOYOTA","ICE",1397
"287",2013-04-01,"TOYOTA","PHEV",2
"288",2013-04-01,"VOLKSWAGEN","ICE",1402
"289",2013-04-01,"VOLVO","ICE",87
"290",2013-04-01,"АЗЛК","ICE",4
"291",2013-04-01,"АС","ICE",30
"292",2013-04-01,"БОГДАН","ICE",240
"293",2013-04-01,"ВАЗ","ICE",1186
"294",2013-04-01,"ГАЗ","ICE",35
"295",2013-04-01,"ЗАЗ","ICE",952
"296",2013-04-01,"ЗАЗ-DAEWOO","ICE",37
"297",2013-04-01,"ИЖ","ICE",2
"298",2013-04-01,"ЛУАЗ","ICE",1
"299",2013-04-01,"УАЗ","ICE",30
"300",2013-05-01,"ABARTH","ICE",1
"301",2013-05-01,"ACURA","ICE",5
"302",2013-05-01,"ALFA","ICE",4
"303",2013-05-01,"AUDI","ICE",151
"304",2013-05-01,"BENTLEY","ICE",1
"305",2013-05-01,"BMW","ICE",204
"306",2013-05-01,"BYD","ICE",67
"307",2013-05-01,"CADILLAC","ICE",1
"308",2013-05-01,"CHERY","ICE",125
"309",2013-05-01,"CHEVROLET","ICE",360
"310",2013-05-01,"CHRYSLER","ICE",1
"311",2013-05-01,"CITROEN","BEV",1
"312",2013-05-01,"CITROEN","ICE",190
"313",2013-05-01,"DACIA","ICE",3
"314",2013-05-01,"DAEWOO","ICE",169
"315",2013-05-01,"DAIHATSU","ICE",13
"316",2013-05-01,"DODGE","ICE",5
"317",2013-05-01,"FAW","ICE",3
"318",2013-05-01,"FERRARI","ICE",1
"319",2013-05-01,"FIAT","ICE",220
"320",2013-05-01,"FORD","ICE",400
"321",2013-05-01,"GEELY","ICE",619
"322",2013-05-01,"GREAT","ICE",48
"323",2013-05-01,"HONDA","ICE",142
"324",2013-05-01,"HYUNDAI","ICE",1004
"325",2013-05-01,"INFINITI","ICE",24
"326",2013-05-01,"JAGUAR","ICE",6
"327",2013-05-01,"JEEP","ICE",18
"328",2013-05-01,"KIA","ICE",560
"329",2013-05-01,"LADA","ICE",45
"330",2013-05-01,"LANCIA","ICE",5
"331",2013-05-01,"LAND","ICE",88
"332",2013-05-01,"LEXUS","ICE",94
"333",2013-05-01,"LEXUS","PHEV",5
"334",2013-05-01,"LIFAN","ICE",20
"335",2013-05-01,"LINCOLN","ICE",1
"336",2013-05-01,"MASERATI","ICE",2
"337",2013-05-01,"MAZDA","ICE",210
"338",2013-05-01,"MERCEDES-BENZ","ICE",347
"339",2013-05-01,"MG","ICE",55
"340",2013-05-01,"MINI","ICE",7
"341",2013-05-01,"MITSUBISHI","ICE",318
"342",2013-05-01,"NISSAN","ICE",534
"343",2013-05-01,"OPEL","ICE",208
"344",2013-05-01,"PEUGEOT","ICE",246
"345",2013-05-01,"PLYMOUTH","ICE",1
"346",2013-05-01,"PONTIAC","ICE",1
"347",2013-05-01,"PORSCHE","ICE",50
"348",2013-05-01,"RENAULT","ICE",614
"349",2013-05-01,"ROVER","ICE",1
"350",2013-05-01,"SAAB","ICE",2
"351",2013-05-01,"SAIPA","ICE",8
"352",2013-05-01,"SAMAND","ICE",1
"353",2013-05-01,"SEAT","ICE",15
"354",2013-05-01,"SKODA","ICE",390
"355",2013-05-01,"SMART","ICE",50
"356",2013-05-01,"SSANG","ICE",101
"357",2013-05-01,"SUBARU","ICE",84
"358",2013-05-01,"SUZUKI","ICE",106
"359",2013-05-01,"TOYOTA","ICE",938
"360",2013-05-01,"TOYOTA","PHEV",1
"361",2013-05-01,"VOLKSWAGEN","ICE",803
"362",2013-05-01,"VOLVO","ICE",50
"363",2013-05-01,"АЗЛК","ICE",2
"364",2013-05-01,"АС","ICE",15
"365",2013-05-01,"БОГДАН","ICE",142
"366",2013-05-01,"ВАЗ","ICE",496
"367",2013-05-01,"ГАЗ","ICE",31
"368",2013-05-01,"ЗАЗ","ICE",849
"369",2013-05-01,"ЗАЗ-DAEWOO","ICE",26
"370",2013-05-01,"ИЖ","ICE",3
"371",2013-05-01,"ТК","ICE",11
"372",2013-05-01,"УАЗ","ICE",36
"373",2013-06-01,"ACURA","ICE",2
"374",2013-06-01,"ALFA","ICE",11
"375",2013-06-01,"AUDI","ICE",161
"376",2013-06-01,"BENTLEY","ICE",1
"377",2013-06-01,"BMW","ICE",262
"378",2013-06-01,"BYD","ICE",54
"379",2013-06-01,"CADILLAC","ICE",1
"380",2013-06-01,"CHERY","ICE",148
"381",2013-06-01,"CHEVROLET","ICE",356
"382",2013-06-01,"CHRYSLER","ICE",4
"383",2013-06-01,"CITROEN","BEV",2
"384",2013-06-01,"CITROEN","ICE",239
"385",2013-06-01,"DACIA","ICE",12
"386",2013-06-01,"DAEWOO","ICE",361
"387",2013-06-01,"DAIHATSU","ICE",8
"388",2013-06-01,"DODGE","ICE",5
"389",2013-06-01,"FAW","ICE",24
"390",2013-06-01,"FERRARI","ICE",1
"391",2013-06-01,"FIAT","ICE",272
"392",2013-06-01,"FORD","ICE",507
"393",2013-06-01,"FSO","ICE",1
"394",2013-06-01,"GEELY","ICE",402
"395",2013-06-01,"GREAT","ICE",80
"396",2013-06-01,"HAFEI","ICE",6
"397",2013-06-01,"HOBBY","ICE",1
"398",2013-06-01,"HONDA","ICE",257
"399",2013-06-01,"HONDA","PHEV",1
"400",2013-06-01,"HYUNDAI","ICE",963
"401",2013-06-01,"IDEAL","ICE",1
"402",2013-06-01,"INFINITI","ICE",31
"403",2013-06-01,"ISUZU","ICE",1
"404",2013-06-01,"JAGUAR","ICE",8
"405",2013-06-01,"JEEP","ICE",12
"406",2013-06-01,"KIA","ICE",617
"407",2013-06-01,"LADA","ICE",46
"408",2013-06-01,"LAMBORGHINI","ICE",1
"409",2013-06-01,"LANCIA","ICE",3
"410",2013-06-01,"LAND","ICE",70
"411",2013-06-01,"LEXUS","ICE",91
"412",2013-06-01,"LEXUS","PHEV",2
"413",2013-06-01,"LIFAN","ICE",24
"414",2013-06-01,"MAPLE","ICE",2
"415",2013-06-01,"MAZDA","ICE",212
"416",2013-06-01,"MERCEDES-BENZ","ICE",353
"417",2013-06-01,"MERCURY","ICE",1
"418",2013-06-01,"MG","ICE",25
"419",2013-06-01,"MINI","ICE",16
"420",2013-06-01,"MITSUBISHI","ICE",353
"421",2013-06-01,"NISSAN","ICE",657
"422",2013-06-01,"OPEL","ICE",223
"423",2013-06-01,"PEUGEOT","ICE",332
"424",2013-06-01,"POLARSUN","ICE",1
"425",2013-06-01,"PORSCHE","ICE",34
"426",2013-06-01,"RENAULT","ICE",768
"427",2013-06-01,"ROLLS-ROYCE","ICE",1
"428",2013-06-01,"ROVER","ICE",2
"429",2013-06-01,"SAAB","ICE",1
"430",2013-06-01,"SAIPA","ICE",7
"431",2013-06-01,"SAMAND","ICE",4
"432",2013-06-01,"SEAT","ICE",10
"433",2013-06-01,"SKODA","ICE",484
"434",2013-06-01,"SMART","ICE",63
"435",2013-06-01,"SSANG","ICE",59
"436",2013-06-01,"SUBARU","ICE",76
"437",2013-06-01,"SUZUKI","ICE",98
"438",2013-06-01,"TOYOTA","ICE",933
"439",2013-06-01,"VOLKSWAGEN","ICE",645
"440",2013-06-01,"VOLVO","ICE",67
"441",2013-06-01,"XINKAI","ICE",1
"442",2013-06-01,"АЗЛК","ICE",5
"443",2013-06-01,"АС","ICE",3
"444",2013-06-01,"БОГДАН","ICE",222
"445",2013-06-01,"ВАЗ","ICE",621
"446",2013-06-01,"ГАЗ","ICE",35
"447",2013-06-01,"ЗАЗ","ICE",856
"448",2013-06-01,"ЗАЗ-DAEWOO","ICE",43
"449",2013-06-01,"ЗИС","ICE",1
"450",2013-06-01,"ИЖ","ICE",2
"451",2013-06-01,"КАМА","ICE",1
"452",2013-06-01,"МЗМА","ICE",1
"453",2013-06-01,"УАЗ","ICE",26
"454",2013-07-01,"ABARTH","ICE",1
"455",2013-07-01,"ACURA","ICE",3
"456",2013-07-01,"ACURA","PHEV",1
"457",2013-07-01,"ALFA","ICE",5
"458",2013-07-01,"AUDI","ICE",200
"459",2013-07-01,"BENTLEY","ICE",2
"460",2013-07-01,"BMW","ICE",225
"461",2013-07-01,"BYD","ICE",86
"462",2013-07-01,"CHANA","ICE",1
"463",2013-07-01,"CHERY","ICE",165
"464",2013-07-01,"CHEVROLET","ICE",367
"465",2013-07-01,"CHRYSLER","ICE",4
"466",2013-07-01,"CITROEN","ICE",320
"467",2013-07-01,"DACIA","ICE",2
"468",2013-07-01,"DAEWOO","ICE",312
"469",2013-07-01,"DAIHATSU","ICE",5
"470",2013-07-01,"DODGE","ICE",2
"471",2013-07-01,"FAW","ICE",44
"472",2013-07-01,"FERRARI","ICE",2
"473",2013-07-01,"FIAT","ICE",294
"474",2013-07-01,"FORD","ICE",674
"475",2013-07-01,"GEELY","ICE",859
"476",2013-07-01,"GREAT","ICE",126
"477",2013-07-01,"HAFEI","ICE",4
"478",2013-07-01,"HONDA","ICE",296
"479",2013-07-01,"HONDA","PHEV",1
"480",2013-07-01,"HYUNDAI","ICE",994
"481",2013-07-01,"IDEAL","ICE",3
"482",2013-07-01,"IKCO","ICE",1
"483",2013-07-01,"INFINITI","ICE",34
"484",2013-07-01,"ISUZU","ICE",3
"485",2013-07-01,"ITALCAR","BEV",1
"486",2013-07-01,"JAGUAR","ICE",6
"487",2013-07-01,"JEEP","ICE",21
"488",2013-07-01,"KIA","ICE",732
"489",2013-07-01,"LADA","ICE",57
"490",2013-07-01,"LANCIA","ICE",5
"491",2013-07-01,"LAND","ICE",90
"492",2013-07-01,"LEXUS","ICE",120
"493",2013-07-01,"LEXUS","PHEV",4
"494",2013-07-01,"LIFAN","ICE",48
"495",2013-07-01,"LINCOLN","ICE",1
"496",2013-07-01,"MASERATI","ICE",1
"497",2013-07-01,"MAZDA","ICE",256
"498",2013-07-01,"MERCEDES-BENZ","ICE",422
"499",2013-07-01,"MERCURY","ICE",1
"500",2013-07-01,"MG","ICE",32
"501",2013-07-01,"MINI","ICE",10
"502",2013-07-01,"MITSUBISHI","ICE",350
"503",2013-07-01,"NISSAN","ICE",800
"504",2013-07-01,"OPEL","ICE",250
"505",2013-07-01,"PEUGEOT","ICE",393
"506",2013-07-01,"PORSCHE","ICE",34
"507",2013-07-01,"RENAULT","ICE",828
"508",2013-07-01,"ROLLS-ROYCE","ICE",2
"509",2013-07-01,"ROVER","ICE",5
"510",2013-07-01,"SAIPA","ICE",9
"511",2013-07-01,"SAMAND","ICE",2
"512",2013-07-01,"SEAT","ICE",18
"513",2013-07-01,"SKODA","ICE",551
"514",2013-07-01,"SMART","ICE",97
"515",2013-07-01,"SSANG","ICE",148
"516",2013-07-01,"SUBARU","ICE",102
"517",2013-07-01,"SUZUKI","ICE",102
"518",2013-07-01,"TOYOTA","ICE",1031
"519",2013-07-01,"TOYOTA","PHEV",3
"520",2013-07-01,"VOLKSWAGEN","ICE",836
"521",2013-07-01,"VOLVO","ICE",64
"522",2013-07-01,"WANDERER","ICE",1
"523",2013-07-01,"АЗЛК","ICE",5
"524",2013-07-01,"АС","ICE",9
"525",2013-07-01,"БОГДАН","ICE",504
"526",2013-07-01,"ВАЗ","ICE",517
"527",2013-07-01,"ГАЗ","ICE",32
"528",2013-07-01,"ЗАЗ","ICE",941
"529",2013-07-01,"ЗАЗ-DAEWOO","ICE",35
"530",2013-07-01,"ИЖ","ICE",3
"531",2013-07-01,"ЛУАЗ","ICE",2
"532",2013-07-01,"РАФ","ICE",1
"533",2013-07-01,"УАЗ","ICE",14
"534",2013-08-01,"ACURA","ICE",4
"535",2013-08-01,"ALFA","ICE",11
"536",2013-08-01,"ASTON","ICE",1
"537",2013-08-01,"AUDI","ICE",348
"538",2013-08-01,"BENTLEY","ICE",4
"539",2013-08-01,"BMW","ICE",312
"540",2013-08-01,"BYD","ICE",151
"541",2013-08-01,"CADILLAC","ICE",2
"542",2013-08-01,"CHERY","ICE",148
"543",2013-08-01,"CHEVROLET","ICE",472
"544",2013-08-01,"CHRYSLER","ICE",2
"545",2013-08-01,"CITROEN","ICE",472
"546",2013-08-01,"DACIA","ICE",14
"547",2013-08-01,"DADI","ICE",1
"548",2013-08-01,"DAEWOO","ICE",297
"549",2013-08-01,"DAIHATSU","ICE",11
"550",2013-08-01,"DODGE","ICE",4
"551",2013-08-01,"FAW","ICE",59
"552",2013-08-01,"FERRARI","ICE",1
"553",2013-08-01,"FIAT","ICE",451
"554",2013-08-01,"FORD","ICE",1088
"555",2013-08-01,"GEELY","ICE",1095
"556",2013-08-01,"GREAT","ICE",169
"557",2013-08-01,"HOBBY","ICE",1
"558",2013-08-01,"HONDA","ICE",478
"559",2013-08-01,"HONDA","PHEV",2
"560",2013-08-01,"HYUNDAI","ICE",1396
"561",2013-08-01,"IKCO","ICE",3
"562",2013-08-01,"INFINITI","ICE",41
"563",2013-08-01,"ISUZU","ICE",2
"564",2013-08-01,"IVECO","ICE",1
"565",2013-08-01,"JAGUAR","ICE",9
"566",2013-08-01,"JEEP","ICE",40
"567",2013-08-01,"KIA","ICE",1103
"568",2013-08-01,"LADA","ICE",98
"569",2013-08-01,"LANCIA","ICE",12
"570",2013-08-01,"LAND","ICE",112
"571",2013-08-01,"LEXUS","ICE",161
"572",2013-08-01,"LEXUS","PHEV",4
"573",2013-08-01,"LIFAN","ICE",20
"574",2013-08-01,"MAPLE","ICE",2
"575",2013-08-01,"MASERATI","ICE",3
"576",2013-08-01,"MAZDA","ICE",331
"577",2013-08-01,"MERCEDES-BENZ","ICE",570
"578",2013-08-01,"MERCURY","ICE",2
"579",2013-08-01,"MG","ICE",91
"580",2013-08-01,"MINI","ICE",17
"581",2013-08-01,"MITSUBISHI","ICE",506
"582",2013-08-01,"NISSAN","ICE",1120
"583",2013-08-01,"OPEL","ICE",360
"584",2013-08-01,"PEUGEOT","ICE",545
"585",2013-08-01,"PONTIAC","ICE",2
"586",2013-08-01,"PORSCHE","ICE",60
"587",2013-08-01,"PULI","BEV",2
"588",2013-08-01,"RENAULT","BEV",1
"589",2013-08-01,"RENAULT","ICE",1358
"590",2013-08-01,"ROLLS-ROYCE","ICE",2
"591",2013-08-01,"ROVER","ICE",4
"592",2013-08-01,"SAAB","ICE",1
"593",2013-08-01,"SAIPA","ICE",8
"594",2013-08-01,"SAMAND","ICE",1
"595",2013-08-01,"SAMSUNG","ICE",1
"596",2013-08-01,"SATURN","ICE",1
"597",2013-08-01,"SEAT","ICE",53
"598",2013-08-01,"SKODA","ICE",876
"599",2013-08-01,"SMA","ICE",1
"600",2013-08-01,"SMART","ICE",125
"601",2013-08-01,"SOUEAST","ICE",1
"602",2013-08-01,"SSANG","ICE",301
"603",2013-08-01,"SUBARU","ICE",213
