"","brand","fuel","year","age"
"80598","TOYOTA","PHEV",2022,10
"80599","TOYOTA","PHEV",2022,12
"80600","HONDA","PHEV",2022,10
"80601","CHERY","BEV",2022,4
"80602","VOLKSWAGEN","BEV",2022,1
"80603","FORD","PHEV",2022,4
"80604","FORD","PHEV",2022,6
"80605","TOYOTA","PHEV",2022,0
"80606","TESLA","BEV",2022,1
"80607","LEXUS","PHEV",2022,6
"80608","VOLKSWAGEN","BEV",2022,2
"80609","VOLKSWAGEN","BEV",2022,7
"80610","LAND","PHEV",2022,1
"80611","HYUNDAI","BEV",2022,1
"80612","FORD","PHEV",2022,5
"80613","TOYOTA","PHEV",2022,7
"80614","FORD","PHEV",2022,7
"80615","MERCEDES-BENZ","PHEV",2022,7
"80616","VOLKSWAGEN","BEV",2022,1
"80617","VOLKSWAGEN","BEV",2022,2
"80618","BMW","BEV",2022,5
"80619","HYUNDAI","PHEV",2022,1
"80620","VOLKSWAGEN","PHEV",2022,1
"80621","TOYOTA","PHEV",2022,1
"80622","TOYOTA","PHEV",2022,1
"80623","NISSAN","BEV",2022,7
"80624","TOYOTA","PHEV",2022,1
"80625","MERCEDES-BENZ","PHEV",2022,0
"80626","LEXUS","PHEV",2022,1
"80627","TOYOTA","PHEV",2022,1
"80628","FORD","PHEV",2022,8
"80629","TESLA","BEV",2022,3
"80630","AUDI","PHEV",2022,3
"80631","NISSAN","BEV",2022,8
"80632","TESLA","BEV",2022,3
"80633","AUDI","BEV",2022,1
"80634","TOYOTA","PHEV",2022,1
"80635","LEXUS","PHEV",2022,8
"80636","HYUNDAI","PHEV",2022,1
"80637","KIA","PHEV",2022,5
"80638","TOYOTA","PHEV",2022,0
"80639","KIA","PHEV",2022,7
"80640","TOYOTA","PHEV",2022,5
"80641","LAND","PHEV",2022,1
"80642","NISSAN","BEV",2022,2
"80643","TOYOTA","PHEV",2022,3
"80644","RENAULT","BEV",2022,10
"80645","HYUNDAI","PHEV",2022,1
"80646","TOYOTA","PHEV",2022,15
"80647","LEXUS","PHEV",2022,11
"80648","FORD","PHEV",2022,10
"80649","TOYOTA","PHEV",2022,7
"80650","FERRARI","PHEV",2022,0
"80651","NISSAN","BEV",2022,8
"80652","TOYOTA","PHEV",2022,0
"80653","AUDI","PHEV",2022,0
"80654","TOYOTA","PHEV",2022,10
"80655","TOYOTA","PHEV",2022,0
"80656","TOYOTA","PHEV",2022,0
"80657","FORD","PHEV",2022,3
"80658","NISSAN","BEV",2022,10
"80659","TESLA","BEV",2022,1
"80660","NISSAN","BEV",2022,8
"80661","NISSAN","BEV",2022,8
"80662","TOYOTA","PHEV",2022,0
"80663","TOYOTA","PHEV",2022,1
"80664","AUDI","PHEV",2022,0
"80665","LAND","PHEV",2022,0
"80666","HONDA","PHEV",2022,1
"80667","TESLA","BEV",2022,6
"80668","TOYOTA","PHEV",2022,1
"80669","FORD","PHEV",2022,7
"80670","TOYOTA","PHEV",2022,1
"80671","TOYOTA","PHEV",2022,1
"80672","FORD","PHEV",2022,8
"80673","TOYOTA","PHEV",2022,7
"80674","TOYOTA","PHEV",2022,1
"80675","VOLKSWAGEN","BEV",2022,1
"80676","TOYOTA","PHEV",2022,10
"80677","VOLKSWAGEN","BEV",2022,3
"80678","TOYOTA","PHEV",2022,7
"80679","TOYOTA","PHEV",2022,1
"80680","MERCEDES-BENZ","BEV",2022,1
"80681","TOYOTA","PHEV",2022,1
"80682","BMW","BEV",2022,1
"80683","FORD","PHEV",2022,4
"80684","RENAULT","BEV",2022,6
"80685","TOYOTA","PHEV",2022,8
"80686","EVERUS","BEV",2022,1
"80687","NISSAN","BEV",2022,9
"80688","TOYOTA","PHEV",2022,9
"80689","TOYOTA","PHEV",2022,0
"80690","HYUNDAI","PHEV",2022,8
"80691","FORD","PHEV",2022,10
"80692","TESLA","BEV",2022,3
"80693","TOYOTA","PHEV",2022,5
"80694","TOYOTA","PHEV",2022,1
"80695","TOYOTA","PHEV",2022,4
"80696","FIAT","BEV",2022,10
"80697","INFINITI","PHEV",2022,8
"80698","NISSAN","BEV",2022,8
"80699","NISSAN","BEV",2022,5
"80700","HYUNDAI","PHEV",2022,8
"80701","FORD","PHEV",2022,5
"80702","VOLKSWAGEN","BEV",2022,1
"80703","LAND","PHEV",2022,1
"80704","TOYOTA","PHEV",2022,1
"80705","TOYOTA","PHEV",2022,1
"80706","TOYOTA","PHEV",2022,8
"80707","VOLVO","PHEV",2022,1
"80708","LEXUS","PHEV",2022,5
"80709","VOLVO","PHEV",2022,1
"80710","HYUNDAI","BEV",2022,2
"80711","TESLA","BEV",2022,7
"80712","LEXUS","PHEV",2022,10
"80713","TESLA","BEV",2022,4
"80714","MERCEDES-BENZ","PHEV",2022,1
"80715","VOLKSWAGEN","BEV",2022,1
"80716","HYUNDAI","PHEV",2022,8
"80717","HONDA","PHEV",2022,14
"80718","HONDA","PHEV",2022,4
"80719","HONDA","PHEV",2022,14
"80720","TOYOTA","PHEV",2022,1
"80721","AUDI","PHEV",2022,1
"80722","AUDI","PHEV",2022,0
"80723","JAGUAR","BEV",2022,1
"80724","FORD","PHEV",2022,9
"80725","BMW","BEV",2022,4
"80726","LEXUS","PHEV",2022,5
"80727","TOYOTA","PHEV",2022,6
"80728","TOYOTA","PHEV",2022,1
"80729","TOYOTA","PHEV",2022,2
"80730","HONDA","BEV",2022,1
"80731","LAND","PHEV",2022,1
"80732","TOYOTA","PHEV",2022,7
"80733","LEXUS","PHEV",2022,1
"80734","TOYOTA","PHEV",2022,0
"80735","FORD","PHEV",2022,6
"80736","TOYOTA","PHEV",2022,1
"80737","NISSAN","BEV",2022,10
"80738","TOYOTA","PHEV",2022,8
"80739","VOLKSWAGEN","BEV",2022,2
"80740","HONDA","PHEV",2022,11
"80741","AUDI","PHEV",2022,2
"80742","FORD","PHEV",2022,2
"80743","TOYOTA","PHEV",2022,1
"80744","VOLVO","PHEV",2022,1
"80745","FORD","PHEV",2022,8
"80746","AUDI","PHEV",2022,4
"80747","NISSAN","BEV",2022,9
"80748","RENAULT","BEV",2022,7
"80749","TOYOTA","PHEV",2022,1
"80750","FORD","PHEV",2022,6
"80751","TOYOTA","PHEV",2022,5
"80752","AUDI","PHEV",2022,1
"80753","VOLKSWAGEN","BEV",2022,3
"80754","CITROEN","BEV",2022,11
"80755","HONDA","BEV",2022,1
"80756","AUDI","PHEV",2022,0
"80757","MERCEDES-BENZ","PHEV",2022,1
"80758","TOYOTA","PHEV",2022,13
"80759","TESLA","BEV",2022,3
"80760","MITSUBISHI","BEV",2022,11
"80761","TOYOTA","PHEV",2022,1
"80762","VOLKSWAGEN","BEV",2022,3
"80763","VOLKSWAGEN","BEV",2022,2
"80764","NISSAN","BEV",2022,3
"80765","RENAULT","BEV",2022,3
"80766","TOYOTA","PHEV",2022,1
"80767","NISSAN","BEV",2022,11
"80768","TOYOTA","PHEV",2022,2
"80769","TOYOTA","PHEV",2022,1
"80770","TOYOTA","PHEV",2022,1
"80771","VOLKSWAGEN","BEV",2022,1
"80772","TESLA","BEV",2022,2
"80773","AUDI","BEV",2022,3
"80774","CHEVROLET","BEV",2022,4
"80775","HONDA","PHEV",2022,1
"80776","TOYOTA","PHEV",2022,1
"80777","AUDI","BEV",2022,2
"80778","CHEVROLET","PHEV",2022,5
"80779","FORD","PHEV",2022,7
"80780","AUDI","PHEV",2022,4
"80781","LINCOLN","PHEV",2022,4
"80782","NISSAN","BEV",2022,3
"80783","HYUNDAI","BEV",2022,1
"80784","BMW","PHEV",2022,4
"80785","NISSAN","BEV",2022,7
"80786","FORD","PHEV",2022,8
"80787","TOYOTA","PHEV",2022,1
"80788","TOYOTA","PHEV",2022,10
"80789","LEXUS","PHEV",2022,8
"80790","LEXUS","PHEV",2022,2
"80791","NISSAN","BEV",2022,10
"80792","PEUGEOT","BEV",2022,11
"80793","HYUNDAI","BEV",2022,3
"80794","HYUNDAI","PHEV",2022,0
"80795","TESLA","BEV",2022,3
"80796","TESLA","BEV",2022,2
"80797","MAZDA","BEV",2022,2
"80798","INFINITI","PHEV",2022,9
"80799","HYUNDAI","PHEV",2022,12
"80800","TESLA","BEV",2022,5
"80801","BMW","BEV",2022,7
"80802","TOYOTA","PHEV",2022,0
"80803","RENAULT","BEV",2022,9
"80804","HONDA","BEV",2022,1
"80805","FORD","PHEV",2022,9
"80806","CHEVROLET","BEV",2022,3
"80807","HYUNDAI","PHEV",2022,6
"80808","TESLA","BEV",2022,1
"80809","TOYOTA","PHEV",2022,2
"80810","TESLA","BEV",2022,1
"80811","TOYOTA","PHEV",2022,3
"80812","HYUNDAI","PHEV",2022,1
"80813","TOYOTA","PHEV",2022,13
"80814","LEXUS","PHEV",2022,2
"80815","BMW","PHEV",2022,1
"80816","AUDI","BEV",2022,1
"80817","TOYOTA","PHEV",2022,12
"80818","FORD","PHEV",2022,7
"80819","MERCEDES-BENZ","BEV",2022,0
"80820","CHEVROLET","BEV",2022,4
"80821","PEUGEOT","PHEV",2022,10
"80822","RENAULT","BEV",2022,11
"80823","HYUNDAI","BEV",2022,1
"80824","LEXUS","PHEV",2022,1
"80825","TESLA","BEV",2022,1
"80826","TOYOTA","PHEV",2022,4
"80827","VOLKSWAGEN","BEV",2022,3
"80828","TOYOTA","PHEV",2022,9
"80829","MINI","PHEV",2022,4
"80830","FORD","PHEV",2022,9
"80831","TESLA","BEV",2022,7
"80832","HONDA","PHEV",2022,2
"80833","NISSAN","BEV",2022,4
"80834","PORSCHE","BEV",2022,1
"80835","TOYOTA","PHEV",2022,1
"80836","TOYOTA","PHEV",2022,1
"80837","TOYOTA","PHEV",2022,1
"80838","LEXUS","PHEV",2022,2
"80839","HONDA","PHEV",2022,12
"80840","VOLVO","BEV",2022,1
"80841","VOLKSWAGEN","PHEV",2022,10
"80842","HYUNDAI","BEV",2022,1
"80843","AUDI","BEV",2022,3
"80844","NISSAN","BEV",2022,10
"80845","MITSUBISHI","BEV",2022,8
"80846","TESLA","BEV",2022,2
"80847","TESLA","BEV",2022,2
"80848","HONDA","PHEV",2022,4
"80849","KIA","PHEV",2022,4
"80850","TOYOTA","PHEV",2022,8
"80851","NISSAN","BEV",2022,8
"80852","VOLKSWAGEN","BEV",2022,1
"80853","RENAULT","BEV",2022,4
"80854","FORD","PHEV",2022,6
"80855","FORD","PHEV",2022,8
"80856","VOLKSWAGEN","BEV",2022,1
"80857","HONDA","BEV",2022,1
"80858","TOYOTA","PHEV",2022,1
"80859","TOYOTA","PHEV",2022,1
"80860","NISSAN","BEV",2022,6
"80861","TOYOTA","PHEV",2022,3
"80862","TOYOTA","PHEV",2022,1
"80863","VOLVO","PHEV",2022,1
"80864","TOYOTA","PHEV",2022,1
"80865","BMW","BEV",2022,4
"80866","MERCEDES-BENZ","PHEV",2022,1
"80867","FORD","BEV",2022,10
"80868","TOYOTA","PHEV",2022,0
"80869","HONDA","PHEV",2022,12
"80870","ACURA","PHEV",2022,10
"80871","LEXUS","PHEV",2022,9
"80872","SMART","BEV",2022,4
"80873","FORD","PHEV",2022,8
"80874","VOLKSWAGEN","BEV",2022,3
"80875","CHEVROLET","PHEV",2022,5
"80876","VOLVO","BEV",2022,1
"80877","TOYOTA","PHEV",2022,1
"80878","NISSAN","BEV",2022,9
"80879","NISSAN","BEV",2022,10
"80880","NISSAN","BEV",2022,4
"80881","TOYOTA","PHEV",2022,1
"80882","NISSAN","BEV",2022,3
"80883","FORD","PHEV",2022,8
"80884","TOYOTA","PHEV",2022,1
"80885","TESLA","BEV",2022,3
"80886","NISSAN","BEV",2022,5
"80887","TOYOTA","PHEV",2022,1
"80888","TOYOTA","PHEV",2022,6
"80889","HONDA","BEV",2022,3
"80890","TOYOTA","PHEV",2022,1
"80891","TESLA","BEV",2022,2
"80892","VOLKSWAGEN","BEV",2022,1
"80893","LAND","PHEV",2022,1
"80894","TOYOTA","PHEV",2022,1
"80895","LEXUS","PHEV",2022,0
"80896","KIA","PHEV",2022,9
"80897","HYUNDAI","PHEV",2022,1
"80898","LINCOLN","PHEV",2022,9
"80899","LAND","PHEV",2022,1
"80900","HYUNDAI","PHEV",2022,1
"80901","FORD","PHEV",2022,7
"80902","WELTMEISTER","BEV",2022,3
"80903","FIAT","BEV",2022,8
"80904","NISSAN","BEV",2022,4
"80905","MERCEDES-BENZ","PHEV",2022,3
"80906","AUDI","PHEV",2022,1
"80907","NISSAN","BEV",2022,8
"80908","LAND","PHEV",2022,1
"80909","FORD","BEV",2022,10
"80910","FORD","PHEV",2022,8
"80911","AUDI","BEV",2022,1
"80912","TOYOTA","PHEV",2022,1
"80913","TOYOTA","PHEV",2022,1
"80914","VOLKSWAGEN","BEV",2022,1
"80915","LAND","PHEV",2022,1
"80916","TOYOTA","PHEV",2022,9
"80917","TOYOTA","PHEV",2022,9
"80918","RENAULT","BEV",2022,6
"80919","KIA","BEV",2022,1
"80920","AUDI","BEV",2022,1
"80921","MERCEDES-BENZ","PHEV",2022,1
"80922","HYUNDAI","BEV",2022,0
"80923","MERCEDES-BENZ","PHEV",2022,1
"80924","LEXUS","PHEV",2022,1
"80925","HYUNDAI","PHEV",2022,10
"80926","BMW","PHEV",2022,5
"80927","KIA","BEV",2022,1
"80928","FORD","PHEV",2022,5
"80929","BMW","PHEV",2022,7
"80930","HONDA","PHEV",2022,12
"80931","VOLKSWAGEN","BEV",2022,1
"80932","TOYOTA","PHEV",2022,10
"80933","TOYOTA","PHEV",2022,2
"80934","VOLKSWAGEN","BEV",2022,3
"80935","NISSAN","BEV",2022,6
"80936","HYUNDAI","BEV",2022,1
"80937","TOYOTA","PHEV",2022,4
"80938","TESLA","BEV",2022,1
"80939","VOLKSWAGEN","BEV",2022,7
"80940","AUDI","PHEV",2022,1
"80941","CHEVROLET","BEV",2022,3
"80942","CHEVROLET","PHEV",2022,9
"80943","RENAULT","BEV",2022,3
"80944","TOYOTA","PHEV",2022,8
"80945","BMW","BEV",2022,8
"80946","NISSAN","BEV",2022,7
"80947","LEXUS","PHEV",2022,9
"80948","TOYOTA","PHEV",2022,9
"80949","BMW","PHEV",2022,10
"80950","NISSAN","BEV",2022,8
"80951","TESLA","BEV",2022,2
"80952","TOYOTA","PHEV",2022,8
"80953","BMW","BEV",2022,1
"80954","LAND","PHEV",2022,1
"80955","BMW","PHEV",2022,5
"80956","TOYOTA","PHEV",2022,9
"80957","TOYOTA","PHEV",2022,0
"80958","LEXUS","PHEV",2022,5
"80959","TOYOTA","PHEV",2022,1
"80960","MERCEDES-BENZ","BEV",2022,8
"80961","TOYOTA","PHEV",2022,9
"80962","VOLKSWAGEN","BEV",2022,3
"80963","TOYOTA","PHEV",2022,1
"80964","VOLKSWAGEN","BEV",2022,7
"80965","HONDA","PHEV",2022,2
"80966","TOYOTA","PHEV",2022,1
"80967","HONDA","PHEV",2022,1
"80968","HONDA","PHEV",2022,4
"80969","TESLA","BEV",2022,3
"80970","NISSAN","BEV",2022,3
"80971","TOYOTA","PHEV",2022,1
"80972","TOYOTA","PHEV",2022,1
"80973","JAC","BEV",2022,3
"80974","TOYOTA","PHEV",2022,1
"80975","NISSAN","BEV",2022,7
"80976","MERCEDES-BENZ","PHEV",2022,1
"80977","VOLKSWAGEN","BEV",2022,1
"80978","AUDI","PHEV",2022,0
"80979","VOLKSWAGEN","PHEV",2022,10
"80980","TOYOTA","PHEV",2022,1
"80981","TOYOTA","PHEV",2022,2
"80982","HONDA","BEV",2022,1
"80983","AUDI","PHEV",2022,4
"80984","MERCEDES-BENZ","PHEV",2022,5
"80985","HYUNDAI","BEV",2022,1
"80986","BMW","BEV",2022,1
"80987","CHEVROLET","PHEV",2022,4
"80988","VOLKSWAGEN","BEV",2022,1
"80989","CITROEN","BEV",2022,9
"80990","VOLVO","PHEV",2022,0
"80991","TOYOTA","PHEV",2022,7
"80992","CHEVROLET","BEV",2022,6
"80993","TOYOTA","PHEV",2022,1
"80994","FORD","PHEV",2022,4
"80995","VOLKSWAGEN","BEV",2022,1
"80996","TOYOTA","PHEV",2022,0
"80997","TOYOTA","PHEV",2022,0
"80998","NISSAN","BEV",2022,2
"80999","VOLKSWAGEN","BEV",2022,1
"81000","AUDI","BEV",2022,1
"81001","VOLKSWAGEN","BEV",2022,8
"81002","SMART","BEV",2022,7
"81003","HONDA","PHEV",2022,3
"81004","VOLVO","PHEV",2022,3
"81005","TESLA","BEV",2022,4
"81006","HONDA","PHEV",2022,1
"81007","TESLA","BEV",2022,3
"81008","LEXUS","PHEV",2022,2
"81009","TOYOTA","PHEV",2022,8
"81010","LEXUS","PHEV",2022,12
"81011","LEXUS","PHEV",2022,3
"81012","NISSAN","BEV",2022,9
"81013","PEUGEOT","BEV",2022,2
"81014","TOYOTA","PHEV",2022,9
"81015","TOYOTA","PHEV",2022,1
"81016","HONDA","PHEV",2022,1
"81017","TOYOTA","PHEV",2022,3
"81018","HYUNDAI","PHEV",2022,1
"81019","HONDA","BEV",2022,1
"81020","HONDA","PHEV",2022,13
"81021","TESLA","BEV",2022,4
"81022","MERCEDES-BENZ","BEV",2022,1
"81023","GAC","BEV",2022,1
"81024","BMW","BEV",2022,0
"81025","TOYOTA","PHEV",2022,0
"81026","TOYOTA","PHEV",2022,3
"81027","NISSAN","BEV",2022,1
"81028","TOYOTA","PHEV",2022,1
"81029","AUDI","PHEV",2022,0
"81030","RENAULT","BEV",2022,5
"81031","TOYOTA","PHEV",2022,5
"81032","BMW","PHEV",2022,2
"81033","FORD","PHEV",2022,5
"81034","VOLKSWAGEN","BEV",2022,1
"81035","HYUNDAI","PHEV",2022,9
"81036","BMW","BEV",2022,0
"81037","TOYOTA","PHEV",2022,0
"81038","FORD","PHEV",2022,9
"81039","TESLA","BEV",2022,1
"81040","AUDI","PHEV",2022,1
"81041","TOYOTA","PHEV",2022,6
"81042","FORD","PHEV",2022,3
"81043","NISSAN","BEV",2022,5
"81044","HONDA","PHEV",2022,8
"81045","AUDI","BEV",2022,2
"81046","TESLA","BEV",2022,1
"81047","TOYOTA","PHEV",2022,1
"81048","FORD","PHEV",2022,10
"81049","NISSAN","BEV",2022,4
"81050","YEMA","BEV",2022,5
"81051","TOYOTA","PHEV",2022,1
"81052","VOLVO","PHEV",2022,0
"81053","HYUNDAI","BEV",2022,3
"81054","TESLA","BEV",2022,2
"81055","TOYOTA","PHEV",2022,1
"81056","HONDA","PHEV",2022,4
"81057","FORD","PHEV",2022,5
"81058","NISSAN","BEV",2022,5
"81059","TOYOTA","PHEV",2022,0
"81060","BYD","BEV",2022,1
"81061","CHEVROLET","BEV",2022,5
"81062","RENAULT","BEV",2022,6
"81063","TOYOTA","PHEV",2022,1
"81064","NISSAN","BEV",2022,8
"81065","HYUNDAI","PHEV",2022,0
"81066","TOYOTA","PHEV",2022,0
"81067","TOYOTA","PHEV",2022,0
"81068","AUDI","PHEV",2022,6
"81069","TESLA","BEV",2022,5
"81070","BMW","BEV",2022,1
"81071","VOLKSWAGEN","BEV",2022,1
"81072","MAZDA","BEV",2022,2
"81073","TOYOTA","PHEV",2022,0
"81074","LEXUS","PHEV",2022,10
"81075","BMW","PHEV",2022,0
"81076","BMW","BEV",2022,0
"81077","HONDA","PHEV",2022,4
"81078","TOYOTA","PHEV",2022,5
"81079","TESLA","BEV",2022,1
"81080","TOYOTA","PHEV",2022,1
"81081","MERCEDES-BENZ","PHEV",2022,0
"81082","GEELY","BEV",2022,4
"81083","HONDA","PHEV",2022,1
"81084","TOYOTA","PHEV",2022,6
"81085","VOLVO","PHEV",2022,1
"81086","TESLA","BEV",2022,2
"81087","KIA","PHEV",2022,5
"81088","FORD","PHEV",2022,4
"81089","TOYOTA","PHEV",2022,3
"81090","VOLKSWAGEN","BEV",2022,1
"81091","LEXUS","PHEV",2022,4
"81092","HYUNDAI","PHEV",2022,8
"81093","FORD","PHEV",2022,4
"81094","HONDA","BEV",2022,1
"81095","TESLA","BEV",2022,4
"81096","WELTMEISTER","BEV",2022,3
"81097","VOLVO","PHEV",2022,0
"81098","TESLA","BEV",2022,2
"81099","AUDI","PHEV",2022,0
"81100","AUDI","PHEV",2022,1
"81101","TOYOTA","PHEV",2022,9
"81102","TESLA","BEV",2022,2
"81103","TESLA","BEV",2022,3
"81104","AUDI","PHEV",2022,2
"81105","HONDA","PHEV",2022,13
"81106","NISSAN","BEV",2022,4
"81107","RENAULT","BEV",2022,9
"81108","HYUNDAI","BEV",2022,2
"81109","CHEVROLET","PHEV",2022,6
"81110","FORD","PHEV",2022,5
"81111","AUDI","BEV",2022,2
"81112","NISSAN","BEV",2022,10
"81113","ACURA","PHEV",2022,5
"81114","TOYOTA","PHEV",2022,5
"81115","JAGUAR","BEV",2022,3
"81116","MITSUBISHI","BEV",2022,12
"81117","FORD","BEV",2022,10
"81118","HONDA","PHEV",2022,1
"81119","LEXUS","PHEV",2022,0
"81120","TESLA","BEV",2022,0
"81121","TOYOTA","PHEV",2022,1
"81122","VOLKSWAGEN","BEV",2022,1
"81123","TESLA","BEV",2022,3
"81124","HYUNDAI","PHEV",2022,1
"81125","TOYOTA","PHEV",2022,0
"81126","FORD","PHEV",2022,5
"81127","FORD","BEV",2022,9
"81128","VOLKSWAGEN","BEV",2022,3
"81129","BMW","BEV",2022,1
"81130","VOLVO","PHEV",2022,9
"81131","TOYOTA","PHEV",2022,2
"81132","VOLKSWAGEN","BEV",2022,1
"81133","TOYOTA","PHEV",2022,0
"81134","HYUNDAI","BEV",2022,5
"81135","HONDA","PHEV",2022,12
"81136","WELTMEISTER","BEV",2022,3
"81137","RENAULT","BEV",2022,4
"81138","AUDI","PHEV",2022,0
"81139","TOYOTA","PHEV",2022,9
"81140","LEXUS","PHEV",2022,7
"81141","NISSAN","BEV",2022,3
"81142","MERCEDES-BENZ","PHEV",2022,0
"81143","PORSCHE","PHEV",2022,11
"81144","LEXUS","PHEV",2022,4
"81145","AUDI","PHEV",2022,0
"81146","RENAULT","BEV",2022,7
"81147","MITSUBISHI","BEV",2022,11
"81148","VOLKSWAGEN","BEV",2022,9
"81149","NISSAN","BEV",2022,6
"81150","VOLKSWAGEN","PHEV",2022,9
"81151","HYUNDAI","BEV",2022,1
"81152","HONDA","PHEV",2022,4
"81153","LEXUS","PHEV",2022,6
"81154","AUDI","BEV",2022,0
"81155","VOLKSWAGEN","BEV",2022,1
"81156","HONDA","BEV",2022,1
"81157","VOLKSWAGEN","PHEV",2022,7
"81158","TOYOTA","PHEV",2022,0
"81159","TOYOTA","PHEV",2022,0
"81160","VOLKSWAGEN","BEV",2022,1
"81161","TOYOTA","PHEV",2022,2
"81162","VOLKSWAGEN","BEV",2022,3
"81163","TESLA","BEV",2022,9
"81164","RENAULT","BEV",2022,5
"81165","TOYOTA","PHEV",2022,5
"81166","SMART","BEV",2022,3
"81167","FORD","BEV",2022,2
"81168","NISSAN","BEV",2022,9
"81169","AUDI","PHEV",2022,6
"81170","PEUGEOT","PHEV",2022,7
"81171","CHEVROLET","PHEV",2022,10
"81172","TOYOTA","PHEV",2022,11
"81173","LEXUS","PHEV",2022,9
"81174","LEXUS","PHEV",2022,2
"81175","HONDA","PHEV",2022,16
"81176","VOLKSWAGEN","PHEV",2022,6
"81177","TOYOTA","PHEV",2022,0
"81178","BMW","PHEV",2022,1
"81179","TOYOTA","PHEV",2022,10
"81180","LEXUS","PHEV",2022,6
"81181","TOYOTA","PHEV",2022,0
"81182","RENAULT","BEV",2022,7
"81183","TOYOTA","PHEV",2022,0
"81184","CHEVROLET","PHEV",2022,6
"81185","TOYOTA","PHEV",2022,4
"81186","NISSAN","BEV",2022,4
"81187","TOYOTA","PHEV",2022,8
"81188","HONDA","BEV",2022,1
"81189","RENAULT","BEV",2022,9
"81190","TOYOTA","PHEV",2022,8
"81191","VOLKSWAGEN","BEV",2022,1
"81192","HONDA","BEV",2022,1
"81193","MERCEDES-BENZ","PHEV",2022,9
"81194","HONDA","PHEV",2022,13
"81195","MITSUBISHI","BEV",2022,6
"81196","HONDA","BEV",2022,1
"81197","NISSAN","BEV",2022,5
"81198","TOYOTA","PHEV",2022,11
"81199","NISSAN","BEV",2022,9
"81200","NISSAN","BEV",2022,3
"81201","VOLKSWAGEN","BEV",2022,5
"81202","HONDA","BEV",2022,0
"81203","AUDI","BEV",2022,0
"81204","AUDI","BEV",2022,0
"81205","TESLA","BEV",2022,6
"81206","FORD","PHEV",2022,6
"81207","LEXUS","PHEV",2022,1
"81208","BMW","BEV",2022,1
"81209","CHERY","BEV",2022,5
"81210","NISSAN","BEV",2022,6
"81211","NISSAN","BEV",2022,8
"81212","NISSAN","BEV",2022,3
"81213","CHERY","BEV",2022,4
"81214","RENAULT","BEV",2022,2
"81215","TOYOTA","PHEV",2022,5
"81216","TOYOTA","PHEV",2022,4
"81217","TESLA","BEV",2022,3
"81218","JAC","BEV",2022,4
"81219","PEUGEOT","BEV",2022,1
"81220","TESLA","BEV",2022,4
"81221","HONDA","BEV",2022,0
"81222","HONDA","PHEV",2022,1
"81223","VOLKSWAGEN","BEV",2022,1
"81224","CHEVROLET","BEV",2022,4
"81225","TOYOTA","PHEV",2022,9
"81226","NISSAN","BEV",2022,3
"81227","AUDI","BEV",2022,0
"81228","TESLA","BEV",2022,3
"81229","TESLA","BEV",2022,4
"81230","TOYOTA","PHEV",2022,17
"81231","AUDI","BEV",2022,0
"81232","CHEVROLET","BEV",2022,5
"81233","JAGUAR","BEV",2022,3
"81234","CITROEN","BEV",2022,7
"81235","NISSAN","BEV",2022,4
"81236","TESLA","BEV",2022,2
"81237","NISSAN","BEV",2022,2
"81238","HONDA","PHEV",2022,0
"81239","TOYOTA","PHEV",2022,0
"81240","CHEVROLET","BEV",2022,5
"81241","HYUNDAI","BEV",2022,0
"81242","NISSAN","BEV",2022,10
"81243","RENAULT","BEV",2022,7
"81244","TOYOTA","PHEV",2022,0
"81245","TESLA","BEV",2022,4
"81246","VOLKSWAGEN","BEV",2022,3
"81247","MERCEDES-BENZ","PHEV",2022,0
"81248","MERCEDES-BENZ","PHEV",2022,0
"81249","NISSAN","BEV",2022,9
"81250","TOYOTA","PHEV",2022,0
"81251","NISSAN","BEV",2022,7
"81252","AUDI","BEV",2022,0
"81253","SMART","BEV",2022,4
"81254","NISSAN","BEV",2022,9
"81255","TESLA","BEV",2022,1
"81256","MERCEDES-BENZ","BEV",2022,6
"81257","LEXUS","PHEV",2022,4
"81258","TOYOTA","PHEV",2022,0
"81259","HONDA","PHEV",2022,1
"81260","LEXUS","PHEV",2022,4
"81261","VOLKSWAGEN","BEV",2022,7
"81262","MERCEDES-BENZ","BEV",2022,6
"81263","VOLKSWAGEN","BEV",2022,8
"81264","TOYOTA","PHEV",2022,3
"81265","TOYOTA","PHEV",2022,1
"81266","NISSAN","BEV",2022,4
"81267","BMW","PHEV",2022,3
"81268","NISSAN","BEV",2022,8
"81269","RENAULT","BEV",2022,10
"81270","VOLKSWAGEN","BEV",2022,1
"81271","TESLA","BEV",2022,1
"81272","LEXUS","PHEV",2022,10
"81273","NISSAN","BEV",2022,4
"81274","MERCEDES-BENZ","PHEV",2022,1
"81275","KIA","BEV",2022,7
"81276","MERCEDES-BENZ","PHEV",2022,0
"81277","NISSAN","BEV",2022,11
"81278","RENAULT","BEV",2022,9
"81279","AUDI","PHEV",2022,0
"81280","VOLKSWAGEN","BEV",2022,7
"81281","NISSAN","BEV",2022,7
"81282","CITROEN","BEV",2022,12
"81283","LEXUS","PHEV",2022,9
"81284","LINCOLN","PHEV",2022,8
"81285","TESLA","BEV",2022,4
"81286","VOLKSWAGEN","BEV",2022,0
"81287","RENAULT","BEV",2022,5
"81288","KIA","BEV",2022,7
"81289","FORD","PHEV",2022,3
"81290","OPEL","BEV",2022,3
"81291","RENAULT","BEV",2022,8
"81292","TOYOTA","PHEV",2022,3
"81293","CITROEN","BEV",2022,11
